Name	CPU	RAM	GPU	DISK	DISPLAY	Old Price	New Price
Laptop Asus TUF Dash F15 FX516PC-HN011T (Core i5-11300H | 8GB | 512GB | RTX 3050 4GB | 15.6 inch FHD | Win 10 | Moonlight White)	Intel® Core™ i5-11300H	8GB DDR4 3200Mhz	NVIDIA® GeForce® RTX 3050 4GB GDDR6	512GB M.2 PCIe NVMe 3.0	15.6 inch FHD (1920*1080) IPS, Non-Glare, 144Hz, Nanoedge	25990000	25690000
Laptop Dell Latitude 9420 70261781 (Core i5-1145G7 | 16GB | 512GB | Intel Iris Xe | 14 inch FHD+ | Windows 10 Pro | Xám)	Intel® Core i5-1145G7	16GB 4266MHz LPDDR4x	Intel Iris Xe Graphics	512GB PCIe NVMe SSD	14 inch FHD+ (1920x1200) Non-Touch, IR Cam, Mic and SafeShutter	25690000	Liên hệ
Laptop Dell Latitude 9420 70261782 (Core i7-1185G7 | 16GB | 512GB | Intel Iris Xe | 14 inch FHD+ | Windows 10 Pro | Xám)	Intel® Core i7-1185G7	16GB 4266MHz LPDDR4x	Intel Iris Xe Graphics	512GB PCIe NVMe SSD	14 inch FHD+ (1920x1200) Non-Touch, IR Cam, Mic and SafeShutter	None	Liên hệ
Laptop MSI Modern 14 B10MW 646VN (Core I5-10210U | 8GB | 512GB | Intel® UHD | 14 inch FHD | Win 10 | Xám)	Intel® Core™ I5-10210U	8GB (8GBx1) DDR4 3200MHz	Intel® UHD Graphics	512GB NVMe PCIe Gen3x4 SSD (new)	"14"" FHD (1920*1080), 60Hz 45%NTSC IPS-Level"	17990000	17190000
Laptop Acer Gaming Nitro 5 AN515-55-55E3 NH.Q7QSV.002	Intel®Core i5-10300H	16GB DDR4 2933MHz	NVIDIA® GeForce RTX™ 2060 6GB GDDR6	512GB PCIe NVMe SSD	15.6 inch FHD (1920 x 1080) IPS 144Hz slim bezel LCD,99%sRGB 144hz/3ms	31990000	26990000
Laptop HP Pavilion 15-eg0504TU 46M00PA (Core i7-1165G7 | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 10 | Vàng)	Intel® Core i7-1165G7	8GB DDR4 3200 MHz	Đồ họa Intel Iris Xe	512GB PCIe NVMe™ M.2 SSD	15.6 inch FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC	23990000	23290000
Laptop Dell Inspiron N5515A P106F003ASL (Ryzen™ 5-5500U | 8GB | 256GB | AMD Redeon | 15.6 inch FHD | Win 10 | Office)	AMD Ryzen™ 5-5500U	8GB(1x 8GB) DDR4 3200Mhz	AMD Redeon Graphics	512GB SSD M2 PCIe NVMe	15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight	19490000	19390000
Laptop Asus ROG Strix G15 G513QC-HN015T (Ryzen 7-5800H | 8GB | 512GB | RTX 3050 4GB | 15.6 inch FHD | Win 10 | Xám)	AMD Ryzen 7-5800H	8GB DDR4 3200MHz (2 khe)	NVIDIA® GeForce® RTX 3050 4GB GDDR6	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6 inch FHD (1920 x 1080)IPS level. Non-Glare, 144Hz AdaptiveSync, Nanoedge	28490000	27990000
Laptop Gigabyte G5 GD-51S1223SH (Core™ i5-11400H | 16GB | 512GB | RTX 3050 4GB | 15.6 inch FHD | Win 10 | Đen)	Intel® Core™ i5-11400H	16GB (2x8GB) DDR4-3200Mhz	NVIDIA GeForce RTX 3050 4GB GDDR6	512GB SSD	15.6 inch Thin Bezel FHD (1920x1080) IPS-level Anti-glare Display LCD (144Hz, 72% NTSC comes with Core i5 Processor)	27990000	26690000
Laptop HP VICTUS 16-e0175AX 4R0U8PA (Ryzen™ 5-5600H | 8GB | 512GB SSD | RTX 3050 4GB | 16.1 inch FHD | Win 10 )	AMD Ryzen™ 5-5600H	8GB (4GBx2) DDR4 3200MHz	NVIDIA® GeForce RTX 3050 4GB GDDR6	512GB Intel® PCIe® NVMe™ M.2 SSD	16.1 inch FHD (1920 x 1080), 144 Hz, IPS, micro-edge, anti-glare, 250 nits, 45% NTSC	24990000	23950000
Laptop Asus TUF Dash F15 FX516PC-HN002T (Core i5-11300H | 8GB | 512GB | RTX 3050 4GB | 15.6 inch FHD | Win 10 | Xám)	Intel® Core™ i5-11300H	8GB DDR4 3200Mhz	NVIDIA® GeForce® RTX 3050 4GB GDDR6	512GB M.2 PCIe NVMe 3.0	15.6 inch FHD (1920*1080) IPS, Non-Glare, 144Hz, Nanoedge	26990000	25990000
Laptop Asus ROG Strix G17 G713QR-K4148T (Ryzen 9-5900HX | 16GB | 1TB SSD | RTX 3070 8GB | 17.3 inch WQHD | Win 10 | Xám)	AMDRyzen 9-5900HX	16GB(8GBx2) DDR4 3200MHz	NVIDIA® GeForce RTX™ 3070 8GB GDDR6	1TB M.2 NVMe™ PCIe® 3.0 SSD	17.3 inch WQHD (2560 x 1440) IPS 16:9, màn hình chống chói, 100% DCI-P3, 165Hz, 3ms, Adaptive-Sync	51900000	50990000
Laptop HP ZBook Firefly 14 G8 Mobile Workstation 275W0AV (Core i7-1165G7 | 16GB | 512GB | T500 4GB | 14 inch FHD | Win 10 Pro | Bạc)	Intel Core i7-1165G7	16GB DDR4-2666Mhz	NVIDIA® T500 4GB GDDR5	512GB M.2 2280 PCIe NVMe SSD	14 inch FHD (1920x1080) LED UWVA Anti-Glare for WWAN for HD Webcam (400 Nits)	39990000	38990000
Laptop Asus ZenBook Flip 13 Evo UX363EA-HP548T (Core™ i7-1165G7 | 16GB | 512GB | Intel® Iris® Xe | 13.3 inch FHD | Win 10 | Xám)	Intel® Core™ i7-1165G7	16GB LPDDR4X 4266MHz on board	Intel® Iris® Xe Graphics	512GB PCIe® NVMe™ 3.0 x2 M.2 SSD	13.3 inch LED-backlit FHD OLED (1920 x 1080) Touch, 60Hz, DCI-P3: 100%, Glossy display, 400 Nits - Cảm ứng	34990000	33990000
Laptop HP Pavilion 15-eg0509TU 46M08PA (Core i3-1125G4 | 4GB | 512GB | Intel UHD | 15.6 inch FHD | Win 10 | Vàng)	Intel® Corei3-1125G4	4GB DDR4 3200MHz	Intel® Iris® Xe Graphics	512GB PCIe® NVMe™ M.2 SSD	15.6 inch FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC	16490000	15990000
Laptop Asus D515DA-EJ845T (Ryzen 3-3250U | 4GB | 512GB | AMD Radeon | 15.6-inch FHD | Win 10 | Bạc)	AMD Ryzen 3-3250U	4GB DDR4 on board	AMD Radeon™ Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6-inch, FHD (1920 x 1080) 16:9, 200nits, Anti-glare display, NTSC: 45%	12990000	12490000
Laptop Gaming Asus ROG Zephyrus G15 GA503QC-HN074T (Ryzen 9-5900HS | 16GB | 512GB | RTX™ 3050 4GB | 15.6 inch FHD | Win 10 | Xám)	AMD Ryzen 9-5900HS	16GB(8GB + 8GB[On board]) DDR4 3200MHz	NVIDIA® GeForce RTX™ 3050 4GB GDDR6	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6 inch FHD (1920 x 1080)-144Hz	34990000	33990000
Laptop HP Pavilion 14-dv0510TU 46L79PA (Core i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 14 Inch FHD | Win 11 | Vàng | Phiên bản mới Win 11)	Intel Core i5-1135G7	8GB(4GBx2) DDR4 3200Mhz	Intel Iris Xe Graphics	512GB PCIe NVMe M.2 SSD	14 Inch FHD (1920 x 1080) IPS Led Display (250 Nits) BrightView Micro-edge WLED-backlit	19990000	19290000
Laptop Asus ZenBook Duo 14 UX482EA-KA268T (Core™ i7-1165G7 | 16GB | 1TB SSD | Intel Iris Xe | 14.0 inch FHD | Win 10 | Xanh)	Intel® Core™ i7-1165G7	16GB LPDDR4X on board	Intel Iris Xe Graphics	1TB M.2 NVMe™ PCIe® 3.0 SSD	14.0 inch FHD(1920 x 1080) 16:9, 400nits, Anti-glare display, sRGB: 100% - Cảm ứng	40290000	39990000
Laptop Asus ZenBook Duo 14 UX482EA-KA274T (Core™ i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 14.0 inch FHD | Win 10 | Xanh)	Intel® Core™ i5-1135G7	8GB LPDDR4X on board	Intel Iris Xe Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	14.0 inch FHD(1920 x 1080) 16:9, 400nits, Anti-glare display, sRGB: 100% - Cảm ứng	33590000	32990000
Laptop Asus Vivobook A515EA-BQ498T	Intel® Core™ i5-1135G7	8GB DDR4 on board	Intel® Iris® Xe Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6-inch FHD (1920 x 1080) 16:9 IPS, 250nits, Anti-glare display	19200000	18990000
Laptop Acer Predator Helios 300 PH315-54-74RU NH.QC1SV.002 (Core i7-11800H | 16GB | 512GB | RTX 3070 8GB | 15.6 inch QHD | Win 10 | Đen)	Intel® Core™ i7-11800H	16GB (8GB x 2) DDR4 3200MHz	NVIDIA® GeForce RTX 3070 8GB GDDR6	512GB PCIe NVMe SSD	15.6 inch QHD (2560 x1440) IPS 165Hz SlimBezel, 300 nits, 165Hz,Acer ComfyView LED-backlit TFT LCD	45990000	44990000
Laptop Dell Vostro 3405 70227396	AMD Ryzen™ 7-3700U	8GB (1 x 8GB) DDR4 2400MHz	Radeon™ RX Vega 10 Graphics	512GB Gen 3 PCIe x4 NVMe	14-inch FHD (1920 x 1080), 60 Hz, 220 Nits, 45% CG, Wide-veiwing angle, Anti-Glare	18990000	17990000
Laptop Lenovo ThinkPad L13 Gen 2 20VH004AVA (Core™ i7-1165G7 | 8GB | 512GB | Intel Iris Xe | 13.3 inch FHD | FreeDos | Đen)	Intel® Core™ i7-1165G7	8GB Soldered DDR4-3200Mhz	Integrated Intel Iris Xe Graphics	512GB SSD M.2 2242 PCIe 3.0x2 NVMe	13.3 inch FHD (1920x1080) IPS 250nits Anti-glare	27990000	27490000
Laptop Lenovo V15 G2 ITL 82KB00DPVN (Core™ i3-1115G4 | 8GB | 256GB | Intel UHD | 15.6 inch FHD | Win 10 | Đen)	Intel® Core™ i3-1115G4	8GB(4GB Soldered DDR4-3200Mhz + 4GB SO-DIMM DDR4-3200Mhz)	Integrated Intel UHD Graphics	256GB SSD M.2 2242 PCIe 3.0x4 NVMe	15.6 inch FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC	13990000	13690000
Laptop Lenovo V15 G2 ITL 82KB00CNVN (Core™ i5-1135G7 | 8GB | 512GB | MX350 2GB | 15.6 inch FHD | Win 10 | Xám)	Intel® Core™ i5-1135G7	8GB Soldered DDR4-3200Mhz	NVIDIA Geforce MX350 2GB GDDR5	512GB SSD M.2 2242 PCIe 3.0x4 NVMe	15.6 inch FHD (1920x1080) TN 250nits Anti-glare, 45% NTSC	18990000	18690000
Laptop MSI Creator Z16 A11UET 218VN (Core i9-11900H | 32GB | 1TB SSD | RTX 3060 Max-Q 6GB | 16 inch QHD+ | Win 10 | Lunar Gray)	Intel® Core™ i9-11900H	32GB (16GBx2) DDR4 3200MHz	nVidia Geforce RTX 3060 Max-Q 6GB GDDR6	1TB NVMe PCIe Gen4x4 SSD	16 inch QHD+ (2560*1600), 120Hz DCI-P3 100% typical, Finger Touch panel	66990000	65990000
Laptop HP 240 G8 519A4PA (Core™ i3-1005G1 | 4GB | 256GB | Intel® UHD | 14.0 inch HD | Win 10 | Bạc)	Intel Core™ i3-1005G1	4GB(1 x 4GB) DDR4-2666MHz	Intel® UHD Graphics	256GB PCIe NVMe SSD	14 inch HD (1366 x 768), narrow bezel, anti-glare, 250 nits, 45% NTSC	13990000	12990000
Laptop Asus Zephyrus Duo 15 SE GX551QS-HF103T (Ryzen 9-5900HX | 32GB | 1TB + 1TB SSD | RTX 3080 16GB | 15.6-inch FHD | Win 10 | Đen)	AMD Ryzen™ 9-5900HX	32GB (16GB+16GB) [On board] DDR4 3200MHz	NVIDIA® GeForce® RTX 3080 16GB GDDR6	1TB + 1TB SSD M.2 NVMe PCIe	15.6-inch FHD (1920 x 1080) 16:9, 300Hz	112000000	110000000
Laptop Gaming Asus ROG Zephyrus G15 GA503QR-HQ093T (Ryzen 9-5900HS | 16GB | 1TB | RTX 3070 8GB | 15.6 inch WQHD | Win 10 | Eclipse Gray)	AMD Ryzen 9-5900HS	16GB(8GB + 8GB[On board]) DDR4 3200MHz	NVIDIA® GeForce RTX™ 3070 8GB GDDR6	1TB M.2 NVMe™ PCIe® 3.0 SSD	15.6 inch WQHD (2560 x 1440) WV,300NITS,DCI-P3:100%, 165Hz AdaptiveSync, Nanoedge	50990000	50890000
Laptop Asus ROG Zephyrus Duo 15 SE GX551QR-HB120T (Ryzen 9-5980HX | 32GB | 1TB | RTX 3070 8GB | 15.6 inch UHD | 14.1-inch | Win 10 | Đen)	AMD Ryzen 9-5980HX	32GB (16GB+16GB [On board] DDR4 3200MHz)	NVIDIA® GeForce RTX™ 3070 8GB GDDR6	1TB PCIE G3 (PERFORMANCE)	15.6 inch UHD IPS, 100% Adobe RGB, 120Hz 400nits,G-sync, Pantone Validated, AdaptiveSync, Nanoedge	84990000	84890000
Laptop Asus ROG Strix SCAR 17 G733QS-K4135T (Ryzen 9-5900HX | 32GB | 1TB | RTX 3080 16GB | 17.3 inch WQHD | Win 10 | Đen)	AMD Ryzen 9-5900HX	32GB (16GBx2) DDR4 3200MHz	NVIDIA® GeForce RTX™ 3080 16GB GDDR6	1TB M.2 NVMe™ PCIe® 3.0 SSD	17.3 inch WQHD (2560 x 1440) WV,300NITS,DCI-P3:100%, 165Hz AdaptiveSync, Nanoedge	76990000	76890000
Laptop ASUS TUF Gaming F15 FX506HM-HN018T (Core i5-11400H | 8GB | 512GB | RTX 3060 6GB | 15.6inch FHD | Win 10 | Xám)	Intel® Core™ i5-11400H	8GB DDR4 3200MHz	NVIDIA Geforce RTX 3060 6GB GDDR6	512GB M.2 NVMe PCIe 3.0	15.6inch FHD(1920x1080) IPS Non-Glare 144Hz	31990000	28990000
Laptop Asus ZenBook Duo 14 UX482EA-KA081T (Core i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 14.0 inch FHD | Cảm ứng | ScreenPad™ Plus | Win 10 | Celestial blue)	Intel® Core™ i5-1135G7	8GB LPDDR4X on board	Intel Iris Xe Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	14.0 inch FHD(1920 x 1080) 16:9, 400nits, Anti-glare display, sRGB: 100% - Cảm ứng	32990000	32890000
Laptop Asus ZenBook Duo 14 UX482EA-KA111T (Core i7-1165G7 | 16GB | 1TB SSD | Intel Iris Xe | 14.0 inch FHD | Cảm ứng | ScreenPad™ Plus | Win 10 | Celestial blue)	Intel Core i7-1165G7	16GB LPDDR4X on board	Intel Iris Xe Graphics	1TB M.2 NVMe™ PCIe® 3.0 SSD	14.0 inch FHD(1920 x 1080) 16:9, 400nits, Anti-glare display, sRGB: 100% - Cảm ứng	39990000	39890000
Laptop Asus VivoBook M513UA-L1240T (Ryzen 7-5700U | 8GB | 512GB | AMD Radeon | 15.6 inch FHD | Win 10 | Bạc)	AMD Ryzen™ 7-5700U	8GB (4GB DDR4 on board + 4GB DDR4 on board)	AMD Radeon™ Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6 inch FHD(1920 x 1080) OLED GLARE,400NITS(HDR),DCI-P3:100%-NB	20990000	20790000
Laptop Asus VivoBook M513UA-L1221T (Ryzen 5-5500U | 8GB | 512GB | AMD Radeon | 15.6 inch FHD-OLED | Win 10 | Bạc)	AMD Ryzen™ 5-5500U	8GB (4GB DDR4 on board + 4GB DDR4 on board)	AMD Radeon™ Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6 inch FHD(1920 x 1080) OLED GLARE,400NITS(HDR),DCI-P3:100%-NB	18990000	18790000
Laptop Dell Inspiron 5410 N4I5547W (Core i5-1155G7 | 8GB | 512GB | MX350 2GB | 14.0 inch FHD | Cảm ứng | Win 10 | Office | Bạc)	Intel Core i5-1155G7	8GB DDR4 3200Mhz	NVIDIA GeForce MX350 2GB GDDR5	512GB M2 SSD NVMe	14.0 inch FHD (1920*1080) Active Pen - Cảm ứng	18790000	Liên hệ
Laptop Dell Inspiron 5515 N5R75700U104W (Ryzen™ 7-4700U | 8GB | 512GB | AMD Redeon | 15.6 inch FHD | Win 10 | Office | Bạc)	AMD Ryzen™ 7-4700U	8GB(1x 8GB) DDR4 3200Mhz	AMD Redeon Graphics	512GB SSD M2 PCIe NVMe	15.6-inch FHD (1920 x 1080) Anti-Glare LED Backlight	None	Liên hệ
Laptop Dell Inspiron 5510 N5I5510W (Core i5-11300H | 8GB | 512GB | Intel® Iris® Xe | 15.6 inch FHD | Win 10 | Office | Bạc)	Intel Core i5-11300H	8GB DDR4 3200Mhz	Đồ họa Intel® Iris® Xe	512GB SSD NVMe	15.6 inch FHD(1920 x 1080) Anti-Glare	None	Liên hệ
Laptop MSI Modern 14 B11MO 682VN (Core i3-1115G4 | 8GB | 256GB | Intel UHD | 14 inch FHD | Win 10 | Blue Stone)	Intel® Core™ i3-1115G4	8GB(8GBx1)DDR4 3200MHz	Intel® UHD Graphics	256GB NVMe PCIe SSD	14 inch FHD (1920*1080), 60Hz 72%NTSC IPS-Level, close to 100%sRGB	15390000	14990000
Laptop Acer Swift 3 SF314-511-56G1 NX.ABLSV.002 (Core i5-1135G7 | 16GB | 512GB | Intel Iris Xe | 14.0 inch FHD | Win 10 | Pure Silver)	Intel® Core i5-1135G7	16GB(4GBx4) LPDDR4X 4266 MHz	Intel® Iris® Xe Graphics	512GB PCIe NVMe SSD	14.0 inch FHD(1920 x 1080) Acer ComfyView™ IPS LED LCD	14990000	22990000
Laptop Asus Vivobook X515EA-BQ1006T (Core i3-1115G4 | 4GB | 512GB | Intel UHD | 15.6-inch FHD | Win 10 | Bạc)	Intel® Core™ i3-1115G4	4GB DDR4	Intel® UHD Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	15.6-inch FHD (1920 x 1080) 16:9,IPS, Độ sáng 250 nit	14290000	14190000
Laptop Apple Macbook Air 13.3 inch Z127000DE Bạc (Apple M1)	Apple M1 chip with 8-core CPU, 7-core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	256GB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	34990000	30990000
Laptop Apple Macbook Air 13.3 inch Z124000DE Xám (Apple M1)	Apple M1 chip with 8-core CPU, 7-core GPU	16GB	Card đồ họa tích hợp, 7 nhân GPU	256GB SSD	13.3-inch (diagonal) LED-backlit display with IPS technology; 2560-by-1600 native resolution at 227 pixels per inch with support for millions of colors	34990000	30990000
Laptop Acer Nitro 5 AN515-56-51N4 NH.QBZSV.002 (Core i5-11300H | 8GB | 512GB | GTX 1650 4GB | 15.6 inch FHD | Win 10 | Đen)	Intel® Core i5-11300H	8GB khe rời DDR4 3200MHz	NVIDIA® GeForce GTX™ 1650 4GB GDDR6	512GB PCIe NVMe SSD	15.6 inch FHD(1920 x 1080) IPS 144Hz slim bezel LCD	24990000	23990000
Laptop MSI GF63 Thin 11UC (Core™ i5-11400H | 8GB | 512GB | RTX 3050 4GB | 15.6 inch FHD | Win 10 | Đen)	Intel® Core™ i5-11400H	8GB DDR4-3200Mhz (2 khe, tối đa 64GB)	NVIDIA® GeForce RTX 3050 Max-Q 4GB GDDR6	512GB NVMe PCIe Gen3x4 SSD	15.6 inch FHD (1920*1080), 60Hz 72%NTSC IPS-Level, close to 100%sRGB	23990000	Liên hệ
Laptop MSI GF63 Thin 11UC (Core™ i7-11800H | 8GB | 512GB | RTX 3050 4GB | 15.6 inch FHD | Win 10 | Đen)	Intel® Core™ i7-11800H	8GB DDR4-3200Mhz (2 khe, tối đa 64GB)	NVIDIA® GeForce RTX 3050 Max-Q 4GB GDDR6	512GB NVMe PCIe Gen3x4 SSD	15.6 inch FHD (1920*1080), 60Hz 72%NTSC IPS-Level, close to 100%sRGB	None	Liên hệ
Laptop Dell Vostro 5510 70266006 (Core™ i5-11320H | 8GB | 512GB | Intel Iris Xe | 15.6-inch FHD | Win 10 | Office | Xám)	Intel® Core™ i5-11320H	8GB DDR4 3200MHz	Intel Iris Xe Graphics	512GB M.2 PCIe NVMe	15.6-inch FHD (1920 x 1080) Anti-glare LED Backlight Non-Touch Narrow Border WVA Display	23990000	22990000
Laptop Asus ZenBook Flip 13 UX363EA-HP130T	Intel® Core™ i5-1135G7	8GB 4266MHz LPDDR4x	Intel® Iris® Xe Graphics	512GB PCIe® NVMe™ 3.0 x2 M.2 SSD	13.3 inch LED-backlit FHD OLED (1920 x 1080) 16:9 slim-bezel NanoEdge, 3.9 mm-thin side bezel1 - Cảm ứng	28990000	27990000
Laptop Asus Vivobook X415EA-EB548T (Core i5-1135G7 | 4GB | 512GB | Intel Iris Xe | 14.0-inch FHD | Win 10 | Slate grey)	Intel® Core™ i5-1135G7	4GB DDR4 on board	Intel® Iris® Xᵉ Graphics	512GB M.2 NVMe™ PCIe® 3.0 SSD	14.0-inch FHD (1920 x 1080) WV,250NITS,NTSC:45%-NB	17290000	16990000
Laptop Asus ROG Flow X13 GV301QC-K6029T (Ryzen™ 9-5980HS | 32GB | 1TB SSD | RTX 3050 4GB | 13.4 inch WUXGA | Cảm ứng | Win 10 | Đen)	AMD Ryzen™ 9-5980HS	32GB(16GB + 16GB[On board]) DDR4 3200MHz	NVIDIA® GeForce® RTX 3050 4GB GDDR6	1TB SSD M.2 NVMe PCIe	13.4 inch 16:10 FHD(1920 x 1200), IPS 120Hz, 100% sRGB, Pantone Validated, AdaptiveSync, Gorilla Glass - Cảm ứng	79990000	79890000
Laptop Asus X415EA-EK675T (Core i3-1115G4 | 4GB | 256GB | Intel UHD | 14.0-inch FHD | Win 10 | Bạc)	Intel® Core™ i3-1115G4	4GB DDR4 3200Mhz + 1slot	Intel® UHD Graphics	256GB M.2 NVMe™ PCIe® 3.0 SSD	14.0-inch FHD (1920 x 1080) 16:9, LED Backlit, 220nits, NTSC: 45%	13990000	13490000
Laptop Acer Aspire 3 A315-58-55F3 NX.ADDSV.00A (Core™ i5-1135G7 | 8GB | 512GB | Intel Iris Xe | 15.6 inch FHD | Win 10 | Bạc)	Intel® Core™ i5-1135G7	8GB(4GB onboard + 4GB khe rời) 2400Mhz (1 khe)	Intel® Iris® Xe Graphics	512GB PCIe NVMe SSD (nâng cấp tối đa 2TB HDD và 1TBSSD PCIe NVMe)	15.6 inch FHD(1920 x 1080) Acer ComfyView LED-backlit TFT LCD	13490000	Liên hệ
Laptop Lenovo ThinkBook 14 G2 ITL 20VD0049VN (i5/RAM 8GB/512GB SSD/Intel Iris/14.0 inch/No OS/Xám)	Intel® Core™ i5-1135G7	8GB Soldered DDR4-3200Mhz	Integrated Intel Iris Xe Graphics	512GB SSD M.2 2242 PCIe 3.0x4 NVMe	14.0 inch FHD (1920x1080) IPS 250nits Anti-glare	19990000	19190000
Laptop Lenovo Thinkpad X1 Carbon Gen 9 20XW009UVN (Core™ i7-1165G7 | 8GB | 512GB | Intel Iris Xe | 14 inch WUXGA | Win 10 | Đen)	Intel® Core™ i7-1165G7	8GB Soldered LPDDR4x-4266Mhz	Integrated Intel Iris Xe Graphics	512GB SSD M.2 2280 PCIe x4 NVMe Opal2	14 inch WUXGA (1920x1200) IPS 400nits Anti-glare	49190000	48490000
Laptop Asus TUF Gaming A17 FA706IH-HX180T (Ryzen 5-4600H | 8GB | 512GB | GTX 1650 4GB | 17.3 inch FHD | Win 10 | Gun Metal)	AMD Ryzen™ 5-4600H	8GB DDR4 3200MHz	NVIDIA Geforce GTX 1650 4GB GDDR6	512GB PCIe® Gen3 SSD	17.3 inch FHD (1920x1080) IPS. Non-Glare, 144Hz AdaptiveSync, Nanoedge	20990000	19890000
Laptop Asus ZenBook 14 UX425EA-KI439T (Core i7-1165G7 | 16GB | 512GB | Intel Iris Xe | 14.0 inch FHD | Win 10 | Xám)	Intel® Core™ i7-1165G7	16GB LPDDR4X on board	Intel® Iris® Xe Graphics	512GB PCIe® NVMe™ 3.0 x2 M.2 SSD	14.0 inch Full HD (1920 x 1080), 16:9 aspect, anti-glare screen, 400nits brightness display	30690000	29990000
Laptop HP 240 G8 3D0A4PA (Core™ i5-1135G7 | 4GB | 512GB | Intel® Iris Xe | 14.0 inch FHD | Win 10 | Bạc)	Intel® Core™ i5-1135G7	4GB DDR4	Đồ họa Intel® Iris Xe	512GB SSD PCle NVMe	14.0 inch FHD (1920 x 1080), IPS, micro-edge, anti-glare, 250 nits, 45% NTSC	17990000	17590000
Laptop Dell Inspiron 3501 70234075	Intel Core i7-1165G7	8GB(8GBx1) DDR4 3200MHz	NVIDIA GEFORCE MX330 2GB GDDR5	512GB M.2 PCIe Gen3 x4 NVMe	15.6 Inch FHD (1920 x 1080) Anti-Glare 220nits	24990000	24090000
Laptop Dell Vostro 3400 70234073 Đen	Intel® Core™ i5-1135G7	8GB DDR4 3200MHz	Intel Iris Xe Graphics	256GB SSD PCIe NVMe	14 inch FHD (1920 x 1080) 60Hz, WVA	19490000	18690000
Laptop HP Envy 13-ba1536TU 4U6M5PA (Core™ i5-1135G7 | 8GB | 512GB | Intel® Iris® Xe | 13.3 inch FHD | Win 10 | Vàng)	Intel® Core™ i5-1135G7	8GB DDR4-2933MHz RAM (onboard)	Intel Iris Xe Graphics	512GB PCIe® NVMe™ M.2 SSD	13.3 inch FHD (1920 x 1080), IPS, edge-to-edge glass, micro-edge, 400 nits, 100% sRGB	24990000	23990000
Laptop Dell Latitude 3520 70251603 (Core i3-1115G4 | 4GB | 256GB | Intel UHD | 15.6 inch HD | Fedora | Đen)	Intel® Core™ i3-1115G4	4GB(4GBx1) DDR4 3200MHz	Intel UHD Graphics	256GB M.2 256GB PCIe NVMe	15.6 inch HD (1366 x 768) AG Non-Touch, 220nits	15990000	15090000
Laptop Asus ZenBook Flip S UX371EA-HL701TS	Intel Core i7-1165G7	16GB onboard LPDDR4x 4267MHz	Intel Iris Xe Graphics	1TB SSD PCIe (M.2 2280)	13.3 inch OLED 4K UHD (3840 x 2160) 60Hz, 16:9 slim-bezel NanoEdge; 178° wide-view technology - Cảm ứng	41990000	41890000
Laptop HP Pavilion 14-dv0520TU 46L92PA (Core i3-1125G4 | 4GB | 256GB | Intel® UHD | 14 inch FHD | Win 10 | Bạc)	Intel Core i3-1125G4	4GB (1 x 4GB) DDR4-3200 MHz	Intel® UHD Graphics	256GB PCIe® NVMe™ M.2 SSD	14 inch diagonal, FHD (1920 x 1080), IPS, micro-edge, BrightView, 250 nits, 45% NTSC	15990000	15390000
Laptop Lenovo IdeaPad 5 14ALC05 82LM004DVN (Ryzen 7-5700U | 8GB | 512GB | AMD Radeon | 14.0 inch FHD | Win 10 | Xám)	AMD Ryzen™ 7-5700U	8GB Soldered DDR4-3200Mhz	AMD Radeon Graphics	512GB SSD M.2 2242 PCIe 3.0x4 NVMe	14 inch FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC	18990000	18690000
Laptop Lenovo IdeaPad 5 15ITL05 82FG016EVN (Core i5-1135G7 | 8GB | 256GB | Intel Iris Xe | 15.6 inch FHD | Win 10 | Xám)	Intel Core i5-1135G7	8GB Soldered DDR4-3200Mhz	Integrated Intel Iris Xe Graphics	256GB SSD M.2 2242 PCIe 3.0x2 NVMe	15.6 inch FHD (1920x1080) IPS 300nits Anti-glare, 45% NTSC	18990000	18490000
